No checking account,15,Existing credits paid back,Appliances,1262,500 <= ... < 1000 DM,4 <= ... < 7 years,4,Male (single),None,3,Life insurance,36,None,Own,2,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,10,Existing credits paid back,Car (new),7308,< 100 DM,Unemployed,2,Male (single),None,4,Unknown or none,70,Bank,For free,1,Management,1,Yes,Yes,1
No checking account,36,Existing credits paid back,Car (new),909,500 <= ... < 1000 DM,>= 7 years,4,Male (single),None,4,Life insurance,36,None,Own,1,Skilled,1,None,Yes,1
No checking account,6,Existing credits paid back,Furniture,2978,500 <= ... < 1000 DM,1 <= ... < 4 years,1,Male (single),None,2,Car or other,32,None,Own,1,Skilled,1,Yes,Yes,1
< 0 DM,18,Existing credits paid back,Furniture,1131,< 100 DM,Unemployed,4,Female (separated/married),None,2,Car or other,33,None,Own,1,Skilled,1,None,Yes,2
0 <= ... < 200 DM,11,Existing credits paid back,Furniture,1577,>= 1000 DM,< 1 year,4,Female (separated/married),None,1,Real estate,20,None,Own,1,Skilled,1,None,Yes,1
No checking account,24,Existing credits paid back,Furniture,3972,< 100 DM,4 <= ... < 7 years,2,Female (separated/married),None,4,Life insurance,25,None,Rent,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,24,Critical account,Business,1935,< 100 DM,>= 7 years,4,Male (separated),None,4,Real estate,31,None,Own,2,Skilled,1,Yes,Yes,2
< 0 DM,15,No credits taken,Car (new),950,< 100 DM,>= 7 years,4,Male (single),None,3,Car or other,33,None,Rent,2,Skilled,2,None,Yes,2
No checking account,12,Existing credits paid back,Furniture,763,< 100 DM,1 <= ... < 4 years,4,Female (separated/married),None,1,Real estate,26,None,Own,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,24,Delay in paying,Furniture,2064,< 100 DM,Unemployed,3,Female (separated/married),None,2,Life insurance,34,None,Own,1,Management,1,Yes,Yes,2
0 <= ... < 200 DM,8,Existing credits paid back,Radio/TV,1414,< 100 DM,1 <= ... < 4 years,4,Male (single),Guarantor,2,Real estate,33,None,Own,1,Skilled,1,None,No,1
< 0 DM,21,Delay in paying,Education,3414,< 100 DM,< 1 year,2,Male (single),None,1,Life insurance,26,None,Own,2,Skilled,1,None,Yes,2
No checking account,30,All credits paid back,Car (used),7485,Unknown,Unemployed,4,Female (separated/married),None,1,Real estate,53,Bank,Own,1,Management,1,Yes,Yes,2
< 0 DM,12,Existing credits paid back,Furniture,2577,< 100 DM,1 <= ... < 4 years,2,Male (separated),None,1,Car or other,42,None,Own,1,Skilled,1,None,Yes,1
< 0 DM,6,Critical account,Radio/TV,338,500 <= ... < 1000 DM,>= 7 years,4,Male (single),None,4,Car or other,52,None,Own,2,Skilled,1,None,Yes,1
No checking account,12,Existing credits paid back,Radio/TV,1963,< 100 DM,4 <= ... < 7 years,4,Male (single),None,2,Car or other,31,None,Rent,2,Management,2,Yes,Yes,1
< 0 DM,21,Critical account,Car (new),571,< 100 DM,>= 7 years,4,Male (single),None,4,Real estate,65,None,Own,2,Skilled,1,None,Yes,1
No checking account,36,Delay in paying,Business,9572,< 100 DM,< 1 year,1,Male (separated),None,1,Car or other,28,None,Own,2,Skilled,1,None,Yes,2
0 <= ... < 200 DM,36,Delay in paying,Business,4455,< 100 DM,1 <= ... < 4 years,2,Male (separated),None,2,Real estate,30,Stores,Own,2,Management,1,Yes,Yes,2
< 0 DM,21,All credits paid back,Car (new),1647,Unknown,1 <= ... < 4 years,4,Male (single),None,2,Life insurance,40,None,Own,2,Unskilled,2,None,Yes,2
No checking account,24,Critical account,Furniture,3777,>= 1000 DM,1 <= ... < 4 years,4,Male (single),None,4,Real estate,50,None,Own,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,18,Critical account,Car (new),884,< 100 DM,>= 7 years,4,Male (single),None,4,Car or other,36,Bank,Own,1,Skilled,2,Yes,Yes,2
No checking account,15,Critical account,Radio/TV,1360,< 100 DM,1 <= ... < 4 years,4,Male (single),None,2,Life insurance,31,None,Own,2,Skilled,1,None,Yes,1
0 <= ... < 200 DM,9,All credits paid back,Car (used),5129,< 100 DM,>= 7 years,2,Female (separated/married),None,4,Unknown or none,74,Bank,For free,1,Management,2,Yes,Yes,2
0 <= ... < 200 DM,16,Critical account,Car (new),1175,< 100 DM,Unemployed,2,Male (single),None,3,Car or other,68,None,For free,3,Unemployed,1,Yes,Yes,1
< 0 DM,12,Existing credits paid back,Radio/TV,674,100 <= ... < 500 DM,4 <= ... < 7 years,4,Male (married),None,1,Life insurance,20,None,Own,1,Skilled,1,None,Yes,2
0 <= ... < 200 DM,18,No credits taken,Furniture,3244,< 100 DM,1 <= ... < 4 years,1,Female (separated/married),None,4,Car or other,33,Bank,Own,2,Skilled,1,Yes,Yes,1
No checking account,24,Existing credits paid back,Business,4591,>= 1000 DM,1 <= ... < 4 years,2,Male (single),None,3,Life insurance,54,None,Own,3,Management,1,Yes,Yes,2
0 <= ... < 200 DM,48,No credits taken,Business,3844,100 <= ... < 500 DM,4 <= ... < 7 years,4,Male (single),None,4,Unknown or none,34,None,For free,1,Unskilled,2,None,Yes,2
0 <= ... < 200 DM,27,Existing credits paid back,Business,3915,< 100 DM,1 <= ... < 4 years,4,Male (single),None,2,Car or other,36,None,Own,1,Skilled,2,Yes,Yes,2
No checking account,6,Existing credits paid back,Radio/TV,2108,< 100 DM,4 <= ... < 7 years,2,Male (married),None,2,Real estate,29,None,Rent,1,Skilled,1,None,Yes,1
0 <= ... < 200 DM,45,Existing credits paid back,Radio/TV,3031,100 <= ... < 500 DM,1 <= ... < 4 years,4,Male (single),Guarantor,4,Life insurance,21,None,Rent,1,Skilled,1,None,Yes,2
0 <= ... < 200 DM,9,Critical account,Education,1501,< 100 DM,>= 7 years,2,Female (separated/married),None,3,Car or other,34,None,Own,2,Management,1,Yes,Yes,2
No checking account,6,Critical account,Radio/TV,1382,< 100 DM,1 <= ... < 4 years,1,Female (separated/married),None,1,Car or other,28,None,Own,2,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,12,Existing credits paid back,Furniture,951,100 <= ... < 500 DM,< 1 year,4,Female (separated/married),None,4,Car or other,27,Bank,Rent,4,Skilled,1,None,Yes,2
0 <= ... < 200 DM,24,Existing credits paid back,Car (used),2760,Unknown,>= 7 years,4,Male (single),None,4,Unknown or none,36,Bank,For free,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,18,Delay in paying,Furniture,4297,< 100 DM,>= 7 years,4,Male (separated),None,3,Unknown or none,40,None,Own,1,Management,1,Yes,Yes,2
No checking account,9,Critical account,Education,936,500 <= ... < 1000 DM,>= 7 years,4,Male (single),None,2,Car or other,52,None,Own,2,Skilled,1,Yes,Yes,1
< 0 DM,12,Existing credits paid back,Car (new),1168,< 100 DM,1 <= ... < 4 years,4,Male (married),None,3,Real estate,27,None,Own,1,Unskilled,1,None,Yes,1
No checking account,27,Delay in paying,Business,5117,< 100 DM,4 <= ... < 7 years,3,Male (single),None,4,Car or other,26,None,Own,2,Skilled,1,None,Yes,1
< 0 DM,12,Existing credits paid back,Retraining,902,< 100 DM,4 <= ... < 7 years,4,Male (married),None,4,Life insurance,21,None,Rent,1,Skilled,1,None,Yes,2
No checking account,12,Critical account,Car (new),1495,< 100 DM,>= 7 years,4,Male (single),None,1,Real estate,38,None,Own,2,Unskilled,2,None,Yes,1
< 0 DM,30,Critical account,Car (used),10623,< 100 DM,>= 7 years,3,Male (single),None,4,Unknown or none,38,None,For free,3,Management,2,Yes,Yes,1
No checking account,12,Critical account,Furniture,1935,< 100 DM,>= 7 years,4,Male (single),None,4,Real estate,43,None,Own,3,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,12,Critical account,Appliances,1424,< 100 DM,4 <= ... < 7 years,4,Male (single),None,3,Life insurance,26,None,Own,1,Skilled,1,None,Yes,1
< 0 DM,24,Existing credits paid back,Business,6568,< 100 DM,1 <= ... < 4 years,2,Male (married),None,2,Car or other,21,Stores,Own,1,Unskilled,1,None,Yes,1
No checking account,12,Existing credits paid back,Car (used),1413,>= 1000 DM,4 <= ... < 7 years,3,Male (single),None,2,Life insurance,55,None,Own,1,Skilled,1,None,No,1
No checking account,9,Critical account,Radio/TV,3074,Unknown,1 <= ... < 4 years,1,Male (single),None,2,Real estate,33,None,Own,2,Skilled,2,None,Yes,1
No checking account,36,Existing credits paid back,Radio/TV,3835,Unknown,>= 7 years,2,Female (separated/married),None,4,Real estate,45,None,Own,1,Unskilled,1,Yes,Yes,1
< 0 DM,27,No credits taken,Business,5293,< 100 DM,Unemployed,2,Male (single),None,4,Life insurance,50,Stores,Own,2,Skilled,1,Yes,Yes,2
>= 200 DM,30,Delay in paying,Business,1908,< 100 DM,>= 7 years,4,Male (single),None,4,Real estate,66,None,Own,1,Management,1,Yes,Yes,2
No checking account,36,Critical account,Radio/TV,3342,Unknown,>= 7 years,4,Male (single),None,2,Car or other,51,None,Own,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,6,Critical account,Retraining,932,Unknown,4 <= ... < 7 years,1,Female (separated/married),None,3,Life insurance,39,None,Own,2,Unskilled,1,None,Yes,1
< 0 DM,18,No credits taken,Business,3104,< 100 DM,4 <= ... < 7 years,3,Male (single),None,1,Life insurance,31,Bank,Own,1,Skilled,1,Yes,Yes,1
>= 200 DM,36,Existing credits paid back,Radio/TV,3913,< 100 DM,1 <= ... < 4 years,2,Male (single),None,2,Real estate,23,None,Own,1,Skilled,1,Yes,Yes,1
< 0 DM,24,Existing credits paid back,Furniture,3021,< 100 DM,1 <= ... < 4 years,2,Male (separated),None,2,Real estate,24,None,Rent,1,Unskilled,1,None,Yes,1
No checking account,10,Existing credits paid back,Car (new),1364,< 100 DM,1 <= ... < 4 years,2,Female (separated/married),None,4,Car or other,64,None,Own,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,12,Existing credits paid back,Radio/TV,625,< 100 DM,< 1 year,4,Male (married),Guarantor,1,Real estate,26,Bank,Own,1,Unskilled,1,None,Yes,1
< 0 DM,12,Existing credits paid back,Education,1200,Unknown,1 <= ... < 4 years,4,Female (separated/married),None,4,Life insurance,23,Bank,Rent,1,Skilled,1,Yes,Yes,1
No checking account,12,Existing credits paid back,Radio/TV,707,< 100 DM,1 <= ... < 4 years,4,Male (single),None,2,Real estate,30,Bank,Own,2,Skilled,1,None,Yes,1
No checking account,24,Delay in paying,Business,2978,Unknown,1 <= ... < 4 years,4,Male (single),None,4,Real estate,32,None,Own,2,Skilled,2,Yes,Yes,1
No checking account,15,Existing credits paid back,Car (used),4657,< 100 DM,1 <= ... < 4 years,3,Male (single),None,2,Car or other,30,None,Own,1,Skilled,1,Yes,Yes,1
No checking account,36,No credits taken,Repairs,2613,< 100 DM,1 <= ... < 4 years,4,Male (single),None,2,Car or other,27,None,Own,2,Skilled,1,None,Yes,1
0 <= ... < 200 DM,48,Existing credits paid back,Radio/TV,10961,>= 1000 DM,4 <= ... < 7 years,1,Male (single),Co-applicant,2,Unknown or none,27,Bank,Own,2,Skilled,1,Yes,Yes,2
< 0 DM,12,Existing credits paid back,Furniture,7865,< 100 DM,>= 7 years,4,Male (single),None,4,Unknown or none,53,None,For free,1,Management,1,Yes,Yes,2
No checking account,9,Existing credits paid back,Radio/TV,1478,< 100 DM,4 <= ... < 7 years,4,Male (single),None,2,Car or other,22,None,Own,1,Skilled,1,None,Yes,2
< 0 DM,24,Existing credits paid back,Furniture,3149,< 100 DM,< 1 year,4,Male (single),None,1,Unknown or none,22,Bank,For free,1,Skilled,1,None,Yes,1
>= 200 DM,36,Existing credits paid back,Radio/TV,4210,< 100 DM,1 <= ... < 4 years,4,Male (single),None,2,Car or other,26,None,Own,1,Skilled,1,None,Yes,2
No checking account,9,Existing credits paid back,Car (new),2507,500 <= ... < 1000 DM,>= 7 years,2,Male (single),None,4,Unknown or none,51,None,For free,1,Unskilled,1,None,Yes,1
No checking account,12,Existing credits paid back,Radio/TV,2141,100 <= ... < 500 DM,4 <= ... < 7 years,3,Male (single),None,1,Unknown or none,35,None,Own,1,Skilled,1,None,Yes,1
0 <= ... < 200 DM,18,Existing credits paid back,Radio/TV,866,< 100 DM,1 <= ... < 4 years,4,Male (married),Guarantor,2,Real estate,25,None,Own,1,Unskilled,1,None,Yes,1
No checking account,4,Critical account,Radio/TV,1544,< 100 DM,4 <= ... < 7 years,2,Male (single),None,1,Real estate,42,None,Own,3,Unskilled,2,None,Yes,1
< 0 DM,24,Existing credits paid back,Radio/TV,1823,< 100 DM,Unemployed,4,Male (single),None,2,Car or other,30,Stores,Own,1,Management,2,None,Yes,2
0 <= ... < 200 DM,6,Existing credits paid back,Car (new),14555,Unknown,Unemployed,1,Male (single),None,2,Life insurance,23,None,Own,1,Unemployed,1,Yes,Yes,2
0 <= ... < 200 DM,21,Existing credits paid back,Business,2767,100 <= ... < 500 DM,>= 7 years,4,Male (separated),None,2,Car or other,61,Bank,Rent,2,Unskilled,1,None,Yes,2
No checking account,12,Critical account,Radio/TV,1291,< 100 DM,1 <= ... < 4 years,4,Female (separated/married),None,2,Life insurance,35,None,Own,2,Skilled,1,None,Yes,1
< 0 DM,30,Existing credits paid back,Radio/TV,2522,< 100 DM,>= 7 years,1,Male (single),Guarantor,3,Life insurance,39,None,Own,1,Skilled,2,None,Yes,1
< 0 DM,24,Existing credits paid back,Car (new),915,Unknown,>= 7 years,4,Female (separated/married),None,2,Car or other,29,Bank,Own,1,Skilled,1,None,Yes,2
No checking account,6,Existing credits paid back,Radio/TV,1595,< 100 DM,4 <= ... < 7 years,3,Male (single),None,2,Life insurance,51,None,Own,1,Skilled,2,None,Yes,1
< 0 DM,48,No credits taken,Car (used),4605,< 100 DM,>= 7 years,3,Male (single),None,4,Unknown or none,24,None,For free,2,Skilled,2,None,Yes,2
No checking account,12,Critical account,Business,1185,< 100 DM,1 <= ... < 4 years,3,Female (separated/married),None,2,Real estate,27,None,Own,2,Skilled,1,None,Yes,1
No checking account,12,All credits paid back,Retraining,3447,500 <= ... < 1000 DM,1 <= ... < 4 years,4,Female (separated/married),None,3,Real estate,35,None,Own,1,Unskilled,2,None,Yes,1
No checking account,24,Existing credits paid back,Business,1258,< 100 DM,4 <= ... < 7 years,4,Male (single),None,1,Real estate,25,None,Own,1,Skilled,1,Yes,Yes,1
No checking account,12,Critical account,Radio/TV,717,< 100 DM,>= 7 years,4,Male (single),None,4,Real estate,52,None,Own,3,Skilled,1,None,Yes,1
No checking account,6,No credits taken,Car (new),1204,100 <= ... < 500 DM,1 <= ... < 4 years,4,Male (single),None,1,Unknown or none,35,Bank,Rent,1,Skilled,1,None,No,1
>= 200 DM,24,Existing credits paid back,Furniture,1925,< 100 DM,1 <= ... < 4 years,2,Male (single),None,2,Real estate,26,None,Own,1,Skilled,1,None,Yes,1
No checking account,18,Existing credits paid back,Radio/TV,433,< 100 DM,Unemployed,3,Female (separated/married),Co-applicant,4,Real estate,22,None,Rent,1,Skilled,1,None,Yes,2
< 0 DM,6,Critical account,Car (new),666,>= 1000 DM,4 <= ... < 7 years,3,Female (separated/married),None,4,Real estate,39,None,Own,2,Unskilled,1,Yes,Yes,1
>= 200 DM,12,Existing credits paid back,Furniture,2251,< 100 DM,1 <= ... < 4 years,1,Female (separated/married),None,2,Car or other,46,None,Own,1,Unskilled,1,None,Yes,1
0 <= ... < 200 DM,30,Existing credits paid back,Car (new),2150,< 100 DM,1 <= ... < 4 years,4,Female (separated/married),Guarantor,2,Unknown or none,24,Bank,Own,1,Skilled,1,None,Yes,2
No checking account,24,Delay in paying,Furniture,4151,100 <= ... < 500 DM,1 <= ... < 4 years,2,Male (single),None,3,Life insurance,35,None,Own,2,Skilled,1,None,Yes,1
0 <= ... < 200 DM,9,Existing credits paid back,Furniture,2030,Unknown,4 <= ... < 7 years,2,Male (single),None,1,Car or other,24,None,Own,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,60,Delay in paying,Radio/TV,7418,Unknown,1 <= ... < 4 years,1,Male (single),None,1,Real estate,27,None,Own,1,Unskilled,1,None,Yes,1
No checking account,24,Critical account,Radio/TV,2684,< 100 DM,1 <= ... < 4 years,4,Male (single),None,2,Real estate,35,None,Own,2,Unskilled,1,None,Yes,1
< 0 DM,12,All credits paid back,Radio/TV,2149,< 100 DM,1 <= ... < 4 years,4,Male (separated),None,1,Unknown or none,29,None,For free,1,Skilled,1,None,Yes,2
No checking account,15,Existing credits paid back,Car (used),3812,100 <= ... < 500 DM,< 1 year,1,Female (separated/married),None,4,Car or other,23,None,Own,1,Skilled,1,Yes,Yes,1
No checking account,11,Critical account,Radio/TV,1154,100 <= ... < 500 DM,Unemployed,4,Female (separated/married),None,4,Real estate,57,None,Own,3,Unskilled,1,None,Yes,1
< 0 DM,12,Existing credits paid back,Furniture,1657,< 100 DM,1 <= ... < 4 years,2,Male (single),None,2,Real estate,27,None,Own,1,Skilled,1,None,Yes,1
< 0 DM,24,Existing credits paid back,Radio/TV,1603,< 100 DM,>= 7 years,4,Female (separated/married),None,4,Car or other,55,None,Own,1,Skilled,1,None,Yes,1
< 0 DM,18,Critical account,Car (new),5302,< 100 DM,>= 7 years,2,Male (single),None,4,Unknown or none,36,None,For free,3,Management,1,Yes,Yes,1
No checking account,12,Critical account,Education,2748,< 100 DM,>= 7 years,2,Female (separated/married),None,4,Unknown or none,57,Bank,For free,3,Unskilled,1,None,Yes,1
No checking account,10,Critical account,Car (new),1231,< 100 DM,>= 7 years,3,Male (single),None,4,Real estate,32,None,Own,2,Unskilled,2,None,No,1
0 <= ... < 200 DM,15,Existing credits paid back,Radio/TV,802,< 100 DM,>= 7 years,4,Male (single),None,3,Car or other,37,None,Own,1,Skilled,2,None,Yes,2
No checking account,36,Critical account,Business,6304,Unknown,>= 7 years,4,Male (single),None,4,Real estate,36,None,Own,2,Skilled,1,None,Yes,1
No checking account,24,Existing credits paid back,Radio/TV,1533,< 100 DM,< 1 year,4,Female (separated/married),None,3,Car or other,38,Stores,Own,1,Skilled,1,Yes,Yes,1
< 0 DM,14,Existing credits paid back,Car (new),8978,< 100 DM,>= 7 years,1,Male (separated),None,4,Life insurance,45,None,Own,1,Management,1,Yes,No,2
No checking account,24,Existing credits paid back,Radio/TV,999,Unknown,>= 7 years,4,Male (single),None,2,Car or other,25,None,Own,2,Skilled,1,None,Yes,1
No checking account,18,Existing credits paid back,Car (new),2662,Unknown,4 <= ... < 7 years,4,Male (single),None,3,Life insurance,32,None,Own,1,Skilled,1,None,No,1
No checking account,12,Critical account,Furniture,1402,500 <= ... < 1000 DM,4 <= ... < 7 years,3,Female (separated/married),None,4,Car or other,37,None,Rent,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,48,All credits paid back,Car (new),12169,Unknown,Unemployed,4,Male (single),Co-applicant,4,Unknown or none,36,None,For free,1,Management,1,Yes,Yes,1
0 <= ... < 200 DM,48,Existing credits paid back,Radio/TV,3060,< 100 DM,4 <= ... < 7 years,4,Male (single),None,4,Real estate,28,None,Own,2,Skilled,1,None,Yes,2
< 0 DM,30,Existing credits paid back,Repairs,11998,< 100 DM,< 1 year,1,Male (separated),None,1,Unknown or none,34,None,Own,1,Unskilled,1,Yes,Yes,2
No checking account,9,Existing credits paid back,Radio/TV,2697,< 100 DM,1 <= ... < 4 years,1,Male (single),None,2,Real estate,32,None,Own,1,Skilled,2,None,Yes,1
No checking account,18,Critical account,Radio/TV,2404,< 100 DM,1 <= ... < 4 years,2,Female (separated/married),None,2,Car or other,26,None,Own,2,Skilled,1,None,Yes,1
< 0 DM,12,Existing credits paid back,Furniture,1262,Unknown,>= 7 years,2,Male (separated),None,4,Life insurance,49,None,Own,1,Unskilled,1,Yes,Yes,1
No checking account,6,Existing credits paid back,Furniture,4611,< 100 DM,< 1 year,1,Female (separated/married),None,4,Life insurance,32,None,Own,1,Skilled,1,None,Yes,2
No checking account,24,Existing credits paid back,Radio/TV,1901,100 <= ... < 500 DM,1 <= ... < 4 years,4,Male (single),None,4,Car or other,29,None,Rent,1,Management,1,Yes,Yes,1
No checking account,15,Critical account,Car (used),3368,>= 1000 DM,>= 7 years,3,Male (single),None,4,Unknown or none,23,None,Rent,2,Skilled,1,Yes,Yes,1
No checking account,12,Existing credits paid back,Furniture,1574,< 100 DM,1 <= ... < 4 years,4,Male (single),None,2,Real estate,50,None,Own,1,Skilled,1,None,Yes,1
>= 200 DM,18,All credits paid back,Radio/TV,1445,Unknown,4 <= ... < 7 years,4,Male (single),None,4,Car or other,49,Bank,Own,1,Unskilled,1,None,Yes,1
No checking account,15,Critical account,Furniture,1520,Unknown,>= 7 years,4,Male (single),None,4,Life insurance,63,None,Own,1,Skilled,1,None,Yes,1
0 <= ... < 200 DM,24,Critical account,Car (new),3878,100 <= ... < 500 DM,< 1 year,4,Male (separated),None,2,Car or other,37,None,Own,1,Skilled,1,Yes,Yes,1
< 0 DM,47,Existing credits paid back,Car (new),10722,< 100 DM,< 1 year,1,Female (separated/married),None,1,Real estate,35,None,Own,1,Unskilled,1,Yes,Yes,1
< 0 DM,48,Existing credits paid back,Car (used),4788,< 100 DM,4 <= ... < 7 years,4,Male (single),None,3,Life insurance,26,None,Own,1,Skilled,2,None,Yes,1
0 <= ... < 200 DM,48,Delay in paying,Others,7582,100 <= ... < 500 DM,Unemployed,2,Male (single),None,4,Unknown or none,31,None,For free,1,Management,1,Yes,Yes,1
0 <= ... < 200 DM,12,Existing credits paid back,Radio/TV,1092,< 100 DM,1 <= ... < 4 years,4,Female (separated/married),Guarantor,4,Real estate,49,None,Own,2,Skilled,1,Yes,Yes,1
< 0 DM,24,Delay in paying,Radio/TV,1024,< 100 DM,< 1 year,4,Male (married),None,4,Real estate,48,Stores,Own,1,Skilled,1,None,Yes,2
No checking account,12,Existing credits paid back,Business,1076,< 100 DM,1 <= ... < 4 years,2,Male (married),None,2,Real estate,26,None,Own,1,Skilled,1,Yes,No,1
0 <= ... < 200 DM,36,Existing credits paid back,Car (used),9398,< 100 DM,< 1 year,1,Male (married),None,4,Car or other,28,None,Rent,1,Management,1,Yes,Yes,2
< 0 DM,24,Critical account,Car (used),6419,< 100 DM,>= 7 years,2,Female (separated/married),None,4,Unknown or none,44,None,For free,2,Management,2,Yes,Yes,1
>= 200 DM,42,Critical account,Car (used),4796,< 100 DM,>= 7 years,4,Male (single),None,4,Unknown or none,56,None,For free,1,Skilled,1,None,Yes,1
No checking account,48,Critical account,Business,7629,Unknown,>= 7 years,4,Male (separated),None,2,Car or other,46,Bank,Own,2,Management,2,None,Yes,1
0 <= ... < 200 DM,48,Existing credits paid back,Furniture,9960,< 100 DM,< 1 year,1,Female (separated/married),None,2,Car or other,26,None,Own,1,Skilled,1,Yes,Yes,2
No checking account,12,Existing credits paid back,Car (used),4675,Unknown,< 1 year,1,Female (separated/married),None,4,Car or other,20,None,Rent,1,Skilled,1,None,Yes,1
No checking account,10,Existing credits paid back,Car (new),1287,Unknown,>= 7 years,4,Male (single),Co-applicant,2,Life insurance,45,None,Own,1,Unskilled,1,None,No,1
No checking account,18,Existing credits paid back,Furniture,2515,< 100 DM,1 <= ... < 4 years,3,Male (single),None,4,Real estate,43,None,Own,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,21,Critical account,Furniture,2745,>= 1000 DM,4 <= ... < 7 years,3,Male (single),None,2,Car or other,32,None,Own,2,Skilled,1,Yes,Yes,1
No checking account,6,Existing credits paid back,Car (new),672,< 100 DM,Unemployed,1,Female (separated/married),None,4,Real estate,54,None,Own,1,Unemployed,1,Yes,Yes,1
0 <= ... < 200 DM,36,No credits taken,Radio/TV,3804,< 100 DM,1 <= ... < 4 years,4,Female (separated/married),None,1,Car or other,42,None,Own,1,Skilled,1,Yes,Yes,2
>= 200 DM,24,Critical account,Car (new),1344,Unknown,4 <= ... < 7 years,4,Male (single),None,2,Real estate,37,Bank,Own,2,Unskilled,2,None,Yes,2
< 0 DM,10,Critical account,Car (new),1038,< 100 DM,4 <= ... < 7 years,4,Male (single),Co-applicant,3,Life insurance,49,None,Own,2,Skilled,1,Yes,Yes,1
No checking account,48,Critical account,Car (new),10127,500 <= ... < 1000 DM,1 <= ... < 4 years,2,Male (single),None,2,Unknown or none,44,Bank,For free,1,Skilled,1,None,Yes,2
No checking account,6,Existing credits paid back,Furniture,1543,>= 1000 DM,1 <= ... < 4 years,4,Male (separated),None,2,Real estate,33,None,Own,1,Skilled,1,None,Yes,1
No checking account,30,Existing credits paid back,Car (used),4811,Unknown,4 <= ... < 7 years,2,Female (separated/married),None,4,Life insurance,24,Stores,Rent,1,Unskilled,1,None,Yes,1
< 0 DM,12,Existing credits paid back,Radio/TV,727,100 <= ... < 500 DM,< 1 year,4,Male (married),None,3,Unknown or none,33,None,Own,1,Unskilled,1,Yes,Yes,2
0 <= ... < 200 DM,8,Existing credits paid back,Furniture,1237,< 100 DM,1 <= ... < 4 years,3,Female (separated/married),None,4,Real estate,24,None,Own,1,Skilled,1,None,Yes,2
0 <= ... < 200 DM,9,Existing credits paid back,Car (new),276,< 100 DM,1 <= ... < 4 years,4,Male (married),None,4,Real estate,22,None,Rent,1,Unskilled,1,None,Yes,1
0 <= ... < 200 DM,48,Existing credits paid back,Others,5381,Unknown,Unemployed,3,Male (single),None,4,Unknown or none,40,Bank,For free,1,Unemployed,1,Yes,Yes,1
No checking account,24,Existing credits paid back,Furniture,5511,100 <= ... < 500 DM,1 <= ... < 4 years,4,Male (single),None,1,Car or other,25,Stores,Own,1,Skilled,1,None,Yes,1
>= 200 DM,24,Existing credits paid back,Furniture,3749,< 100 DM,< 1 year,2,Female (separated/married),None,4,Car or other,26,None,Own,1,Skilled,1,None,Yes,1
0 <= ... < 200 DM,12,Existing credits paid back,Car (new),685,< 100 DM,4 <= ... < 7 years,2,Male (married),None,3,Car or other,25,Bank,Own,1,Unskilled,1,None,Yes,2
>= 200 DM,4,Existing credits paid back,Car (new),1494,Unknown,< 1 year,1,Male (single),None,2,Real estate,29,None,Own,1,Unskilled,2,None,No,1
< 0 DM,36,All credits paid back,Furniture,2746,< 100 DM,>= 7 years,4,Male (single),None,4,Car or other,31,Bank,Own,1,Skilled,1,None,Yes,2
< 0 DM,12,Existing credits paid back,Furniture,708,< 100 DM,1 <= ... < 4 years,2,Male (single),Guarantor,3,Life insurance,38,None,Own,1,Unskilled,2,None,Yes,1
0 <= ... < 200 DM,24,Existing credits paid back,Furniture,4351,Unknown,1 <= ... < 4 years,1,Female (separated/married),None,4,Life insurance,48,None,Own,1,Unskilled,1,Yes,Yes,1
No checking account,12,Critical account,Education,701,< 100 DM,1 <= ... < 4 years,4,Male (single),None,2,Car or other,32,None,Own,2,Skilled,1,None,Yes,1
< 0 DM,15,Delay in paying,Furniture,3643,< 100 DM,>= 7 years,1,Female (separated/married),None,4,Life insurance,27,None,Own,2,Unskilled,1,None,Yes,1
0 <= ... < 200 DM,30,Critical account,Car (new),4249,< 100 DM,Unemployed,4,Male (married),None,2,Car or other,28,None,Own,2,Management,1,None,Yes,2
< 0 DM,24,Existing credits paid back,Radio/TV,1938,< 100 DM,< 1 year,4,Male (separated),None,3,Life insurance,32,None,Own,1,Skilled,1,None,Yes,2
< 0 DM,24,Existing credits paid back,Car (used),2910,< 100 DM,4 <= ... < 7 years,2,Male (single),None,1,Unknown or none,34,None,For free,1,Management,1,Yes,Yes,1
< 0 DM,18,Existing credits paid back,Furniture,2659,>= 1000 DM,1 <= ... < 4 years,4,Male (single),None,2,Car or other,28,None,Own,1,Skilled,1,None,Yes,1
No checking account,18,Critical account,Car (new),1028,< 100 DM,1 <= ... < 4 years,4,Female (separated/married),None,3,Real estate,36,None,Own,2,Skilled,1,None,Yes,1
